City,Pincode,Business_Category,Investment_Lakhs,Competitor_Count,Mall_Proximity,Footfall_Proxy,Rent,Youth_Pop_%,Female_Pop_%,Avg_Income,Population,Total_Area,Male_Pop_%,Success_Ratio
Mumbai,400092,Watch,20,30,1,1887,36501,33,50,56050,250748,471.8,50,0.75
Mumbai,400092,Bakery,10,12,1,1887,36501,33,50,56050,250748,471.8,50,0.89
Mumbai,400092,Shoe,13,35,1,1887,36501,33,50,56050,250748,471.8,50,0.77
Mumbai,400093,Cafe,18,21,1,2471,37535,36,48,57080,475200,452.5,52,0.82
Mumbai,400093,Watch,10,43,1,2471,37535,36,48,57080,475200,452.5,52,0.75
Mumbai,400093,Bakery,18,5,1,2471,37535,36,48,57080,475200,452.5,52,0.89
Mumbai,400093,Shoe,16,33,1,2471,37535,36,48,57080,475200,452.5,52,0.77
Mumbai,400094,Cafe,28,24,1,2229,50091,29,48,73986,316681,176.6,52,0.82
Mumbai,400094,Watch,14,34,1,2229,50091,29,48,73986,316681,176.6,52,0.75
Mumbai,400094,Bakery,11,21,1,2229,50091,29,48,73986,316681,176.6,52,0.89
Mumbai,400094,Shoe,16,22,1,2229,50091,29,48,73986,316681,176.6,52,0.77
Mumbai,400095,Cafe,30,15,1,2693,42318,33,47,68256,428543,485.7,53,0.83
Mumbai,400095,Watch,19,40,1,2693,42318,33,47,68256,428543,485.7,53,0.76
Mumbai,400095,Bakery,10,15,1,2693,42318,33,47,68256,428543,485.7,53,0.9
Mumbai,400095,Shoe,16,36,1,2693,42318,33,47,68256,428543,485.7,53,0.78
Mumbai,400096,Cafe,18,24,1,2227,39389,31,47,64130,224298,293.5,53,0.83
Mumbai,400096,Watch,14,34,1,2227,39389,31,47,64130,224298,293.5,53,0.76
Mumbai,400096,Bakery,15,5,1,2227,39389,31,47,64130,224298,293.5,53,0.9
Mumbai,400096,Shoe,14,28,1,2227,39389,31,47,64130,224298,293.5,53,0.78
Mumbai,400097,Cafe,15,20,0,1116,28790,38,46,44383,131993,394.6,54,0.83
Mumbai,400097,Watch,11,43,0,1116,28790,38,46,44383,131993,394.6,54,0.76
Mumbai,400097,Bakery,10,19,0,1116,28790,38,46,44383,131993,394.6,54,0.9
Mumbai,400097,Shoe,20,17,0,1116,28790,38,46,44383,131993,394.6,54,0.78
Mumbai,400098,Cafe,16,18,1,2806,13154,30,49,22823,216855,523.8,51,0.82
Mumbai,400098,Watch,15,42,1,2806,13154,30,49,22823,216855,523.8,51,0.75
Mumbai,400098,Bakery,18,13,1,2806,13154,30,49,22823,216855,523.8,51,0.89
Mumbai,400098,Shoe,21,33,1,2806,13154,30,49,22823,216855,523.8,51,0.77
Mumbai,400099,Cafe,22,27,1,2759,38746,27,47,59284,241800,352.0,53,0.83
Mumbai,400099,Watch,18,36,1,2759,38746,27,47,59284,241800,352.0,53,0.76
Mumbai,400099,Bakery,13,20,1,2759,38746,27,47,59284,241800,352.0,53,0.9
Mumbai,400099,Shoe,21,29,1,2759,38746,27,47,59284,241800,352.0,53,0.78
Mumbai,400101,Cafe,29,22,1,2896,48650,33,48,79531,334691,764.7,52,0.82
Mumbai,400101,Watch,13,26,1,2896,48650,33,48,79531,334691,764.7,52,0.75
Mumbai,400101,Bakery,16,9,1,2896,48650,33,48,79531,334691,764.7,52,0.89
Mumbai,400101,Shoe,15,17,1,2896,48650,33,48,79531,334691,764.7,52,0.77
Mumbai,400102,Cafe,20,20,0,1709,28724,27,50,43477,107684,613.5,50,0.82
Mumbai,400102,Watch,19,42,0,1709,28724,27,50,43477,107684,613.5,50,0.75
Mumbai,400102,Bakery,8,15,0,1709,28724,27,50,43477,107684,613.5,50,0.89
Mumbai,400102,Shoe,21,13,0,1709,28724,27,50,43477,107684,613.5,50,0.77
Mumbai,400103,Cafe,17,22,1,3148,42264,36,47,67110,404496,418.8,53,0.83
Mumbai,400103,Watch,11,34,1,3148,42264,36,47,67110,404496,418.8,53,0.76
Mumbai,400103,Bakery,10,3,1,3148,42264,36,47,67110,404496,418.8,53,0.9
Mumbai,400103,Shoe,17,30,1,3148,42264,36,47,67110,404496,418.8,53,0.78
Mumbai,400104,Cafe,27,14,0,1351,38728,37,47,67966,40241,786.6,53,0.83
Mumbai,400104,Watch,11,32,0,1351,38728,37,47,67966,40241,786.6,53,0.76
Mumbai,400104,Bakery,13,20,0,1351,38728,37,47,67966,40241,786.6,53,0.9
Mumbai,400104,Shoe,15,24,0,1351,38728,37,47,67966,40241,786.6,53,0.78
Mumbai,400153,Cafe,25,26,1,2529,30449,36,49,37040,287169,82.0,51,0.82
Mumbai,400153,Watch,20,35,1,2529,30449,36,49,37040,287169,82.0,51,0.75
Mumbai,400153,Bakery,13,20,1,2529,30449,36,49,37040,287169,82.0,51,0.89
Mumbai,400153,Shoe,14,37,1,2529,30449,36,49,37040,287169,82.0,51,0.77
Mumbai,400162,Cafe,21,18,0,1595,37206,28,50,61134,58156,625.8,50,0.82
Mumbai,400162,Watch,16,36,0,1595,37206,28,50,61134,58156,625.8,50,0.75
Mumbai,400162,Bakery,12,2,0,1595,37206,28,50,61134,58156,625.8,50,0.89
Mumbai,400162,Shoe,22,31,0,1595,37206,28,50,61134,58156,625.8,50,0.77
Mumbai,400167,Cafe,17,20,0,1193,19543,31,48,41515,149972,741.3,52,0.82
Mumbai,400167,Watch,11,39,0,1193,19543,31,48,41515,149972,741.3,52,0.75
Mumbai,400167,Bakery,9,20,0,1193,19543,31,48,41515,149972,741.3,52,0.89
Mumbai,400167,Shoe,19,25,0,1193,19543,31,48,41515,149972,741.3,52,0.77
Mumbai,400181,Cafe,21,11,1,2147,16737,30,48,23775,334580,633.4,52,0.82
Mumbai,400181,Watch,13,41,1,2147,16737,30,48,23775,334580,633.4,52,0.75
Mumbai,400181,Bakery,14,15,1,2147,16737,30,48,23775,334580,633.4,52,0.89
Mumbai,400181,Shoe,23,37,1,2147,16737,30,48,23775,334580,633.4,52,0.77
Mumbai,400202,Cafe,21,20,1,2411,31221,31,47,50732,430493,356.2,53,0.83
Mumbai,400202,Watch,15,39,1,2411,31221,31,47,50732,430493,356.2,53,0.76
Mumbai,400202,Bakery,14,17,1,2411,31221,31,47,50732,430493,356.2,53,0.9
Mumbai,400202,Shoe,19,38,1,2411,31221,31,47,50732,430493,356.2,53,0.78
Mumbai,400203,Cafe,15,12,0,1328,37433,34,47,52250,77583,52.5,53,0.83
Mumbai,400203,Watch,20,27,0,1328,37433,34,47,52250,77583,52.5,53,0.76
Mumbai,400203,Bakery,12,18,0,1328,37433,34,47,52250,77583,52.5,53,0.9
Mumbai,400203,Shoe,19,16,0,1328,37433,34,47,52250,77583,52.5,53,0.78
Mumbai,400678,Cafe,20,22,0,1656,12860,30,46,20115,87542,800.2,54,0.83
Mumbai,400678,Watch,18,37,0,1656,12860,30,46,20115,87542,800.2,54,0.76
Mumbai,400678,Bakery,11,10,0,1656,12860,30,46,20115,87542,800.2,54,0.9
Mumbai,400678,Shoe,23,19,0,1656,12860,30,46,20115,87542,800.2,54,0.78
Pune,411001,Cafe,17,30,1,2545,41871,37,47,69849,447674,836.8,53,0.83
Pune,411001,Watch,16,32,1,2545,41871,37,47,69849,447674,836.8,53,0.76
Pune,411001,Bakery,17,20,1,2545,41871,37,47,69849,447674,836.8,53,0.9
Pune,411001,Shoe,25,18,1,2545,41871,37,47,69849,447674,836.8,53,0.78
Pune,411002,Cafe,19,18,1,1426,46076,28,47,78936,303126,542.2,53,0.83
Pune,411002,Watch,10,39,1,1426,46076,28,47,78936,303126,542.2,53,0.76
Pune,411002,Bakery,17,12,1,1426,46076,28,47,78936,303126,542.2,53,0.9
Pune,411002,Shoe,16,34,1,1426,46076,28,47,78936,303126,542.2,53,0.78
Pune,411003,Cafe,29,27,1,2499,22936,36,49,34513,290750,509.6,51,0.82
Pune,411003,Watch,18,37,1,2499,22936,36,49,34513,290750,509.6,51,0.75
Pune,411003,Bakery,11,15,1,2499,22936,36,49,34513,290750,509.6,51,0.89
Pune,411003,Shoe,20,18,1,2499,22936,36,49,34513,290750,509.6,51,0.77
Pune,411004,Cafe,21,16,1,2325,40392,34,50,67104,250790,109.1,50,0.82
Pune,411004,Watch,13,48,1,2325,40392,34,50,67104,250790,109.1,50,0.75
Pune,411004,Bakery,12,17,1,2325,40392,34,50,67104,250790,109.1,50,0.89
Pune,411004,Shoe,12,27,1,2325,40392,34,50,67104,250790,109.1,50,0.77
Pune,411005,Cafe,24,15,1,2506,29007,33,49,46158,283288,713.7,51,0.82
Pune,411005,Watch,13,43,1,2506,29007,33,49,46158,283288,713.7,51,0.75
Pune,411005,Bakery,9,4,1,2506,29007,33,49,46158,283288,713.7,51,0.89
Pune,411005,Shoe,25,30,1,2506,29007,33,49,46158,283288,713.7,51,0.77
Pune,411006,Cafe,25,28,1,2875,34901,25,47,49080,211728,64.4,53,0.83
Pune,411006,Watch,11,38,1,2875,34901,25,47,49080,211728,64.4,53,0.76
Pune,411006,Bakery,8,19,1,2875,34901,25,47,49080,211728,64.4,53,0.9
Pune,411006,Shoe,24,25,1,2875,34901,25,47,49080,211728,64.4,53,0.78
Pune,411007,Cafe,24,15,1,2891,64522,34,47,74972,478758,43.5,53,0.83
Pune,411007,Watch,14,42,1,2891,64522,34,47,74972,478758,43.5,53,0.76
Pune,411007,Bakery,18,11,1,2891,64522,34,47,74972,478758,43.5,53,0.9
Pune,411007,Shoe,12,28,1,2891,64522,34,47,74972,478758,43.5,53,0.78
Pune,411008,Cafe,18,12,1,2853,31752,30,46,49170,302537,866.6,54,0.83
Pune,411008,Watch,15,40,1,2853,31752,30,46,49170,302537,866.6,54,0.76
Pune,411008,Bakery,9,15,1,2853,31752,30,46,49170,302537,866.6,54,0.9
Pune,411008,Shoe,15,23,1,2853,31752,30,46,49170,302537,866.6,54,0.78
Pune,411009,Cafe,30,24,0,1543,25136,36,50,25085,124472,25.5,50,0.82
Pune,411009,Watch,13,18,0,1543,25136,36,50,25085,124472,25.5,50,0.75
Pune,411009,Bakery,8,7,0,1543,25136,36,50,25085,124472,25.5,50,0.89
Pune,411009,Shoe,15,38,0,1543,25136,36,50,25085,124472,25.5,50,0.77
Pune,411010,Cafe,17,19,1,2343,44560,28,50,73915,381800,549.5,50,0.82
Pune,411010,Watch,18,41,1,2343,44560,28,50,73915,381800,549.5,50,0.75
Pune,411010,Bakery,9,22,1,2343,44560,28,50,73915,381800,549.5,50,0.89
Pune,411010,Shoe,14,28,1,2343,44560,28,50,73915,381800,549.5,50,0.77
Pune,411011,Cafe,27,21,1,1890,31165,27,49,47144,222372,239.4,51,0.82
Pune,411011,Watch,16,37,1,1890,31165,27,49,47144,222372,239.4,51,0.75
Pune,411011,Bakery,8,15,1,1890,31165,27,49,47144,222372,239.4,51,0.89
Pune,411011,Shoe,23,37,1,1890,31165,27,49,47144,222372,239.4,51,0.77
Pune,411012,Cafe,15,27,1,2565,30768,28,50,46439,207458,155.2,50,0.82
Pune,411012,Watch,16,37,1,2565,30768,28,50,46439,207458,155.2,50,0.75
Pune,411012,Bakery,15,7,1,2565,30768,28,50,46439,207458,155.2,50,0.89
Pune,411012,Shoe,22,21,1,2565,30768,28,50,46439,207458,155.2,50,0.77
Pune,411013,Cafe,15,23,1,2824,38982,38,47,65103,287881,692.5,53,0.83
Pune,411013,Watch,19,31,1,2824,38982,38,47,65103,287881,692.5,53,0.76
Pune,411013,Bakery,18,18,1,2824,38982,38,47,65103,287881,692.5,53,0.9
Pune,411013,Shoe,22,36,1,2824,38982,38,47,65103,287881,692.5,53,0.78
Pune,411014,Cafe,28,12,1,2366,52603,25,49,36647,300291,20.0,51,0.82
Pune,411014,Watch,16,21,1,2366,52603,25,49,36647,300291,20.0,51,0.75
Pune,411014,Bakery,16,16,1,2366,52603,25,49,36647,300291,20.0,51,0.89
Pune,411014,Shoe,15,29,1,2366,52603,25,49,36647,300291,20.0,51,0.77
Pune,411015,Cafe,27,29,0,1493,47433,32,50,77486,84400,689.7,50,0.82
Pune,411015,Watch,11,30,0,1493,47433,32,50,77486,84400,689.7,50,0.75
Pune,411015,Bakery,11,12,0,1493,47433,32,50,77486,84400,689.7,50,0.89
Pune,411015,Shoe,18,26,0,1493,47433,32,50,77486,84400,689.7,50,0.77
Pune,411016,Cafe,20,12,1,2439,35054,30,50,55760,221277,660.6,50,0.82
Pune,411016,Watch,16,34,1,2439,35054,30,50,55760,221277,660.6,50,0.75
Pune,411016,Bakery,13,22,1,2439,35054,30,50,55760,221277,660.6,50,0.89
Pune,411016,Shoe,16,27,1,2439,35054,30,50,55760,221277,660.6,50,0.77
Pune,411017,Cafe,26,23,1,2466,29205,28,46,47980,282348,818.9,54,0.83
Pune,411017,Watch,17,44,1,2466,29205,28,46,47980,282348,818.9,54,0.76
Pune,411017,Bakery,15,15,1,2466,29205,28,46,47980,282348,818.9,54,0.9
Pune,411017,Shoe,19,27,1,2466,29205,28,46,47980,282348,818.9,54,0.78
Pune,411018,Cafe,22,30,1,2105,27778,36,46,45861,236555,583.2,54,0.83
Pune,411018,Watch,11,44,1,2105,27778,36,46,45861,236555,583.2,54,0.76
Pune,411018,Bakery,17,10,1,2105,27778,36,46,45861,236555,583.2,54,0.9
Pune,411018,Shoe,17,28,1,2105,27778,36,46,45861,236555,583.2,54,0.78
Pune,411019,Cafe,29,16,0,1376,19184,37,47,26634,47963,308.9,53,0.83
Pune,411019,Watch,14,24,0,1376,19184,37,47,26634,47963,308.9,53,0.76
Pune,411019,Bakery,15,7,0,1376,19184,37,47,26634,47963,308.9,53,0.9
Pune,411019,Shoe,21,27,0,1376,19184,37,47,26634,47963,308.9,53,0.78
Pune,411020,Cafe,20,22,0,1177,46808,31,50,70695,89087,36.8,50,0.82
Pune,411020,Watch,18,51,0,1177,46808,31,50,70695,89087,36.8,50,0.75
Pune,411020,Bakery,15,17,0,1177,46808,31,50,70695,89087,36.8,50,0.89
Pune,411020,Shoe,18,30,0,1177,46808,31,50,70695,89087,36.8,50,0.77
Pune,411021,Cafe,28,9,1,2330,36278,28,48,57024,308459,464.5,52,0.82
Pune,411021,Watch,12,38,1,2330,36278,28,48,57024,308459,464.5,52,0.75
Pune,411021,Bakery,17,8,1,2330,36278,28,48,57024,308459,464.5,52,0.89
Pune,411021,Shoe,19,17,1,2330,36278,28,48,57024,308459,464.5,52,0.77
Pune,411022,Cafe,27,21,0,1087,37739,30,46,59042,99427,379.7,54,0.83
Pune,411022,Watch,14,38,0,1087,37739,30,46,59042,99427,379.7,54,0.76
Pune,411022,Bakery,18,17,0,1087,37739,30,46,59042,99427,379.7,54,0.9
Pune,411022,Shoe,22,28,0,1087,37739,30,46,59042,99427,379.7,54,0.78
Pune,411023,Cafe,24,18,1,2275,30546,27,49,51324,286147,650.5,51,0.82
Pune,411023,Watch,16,31,1,2275,30546,27,49,51324,286147,650.5,51,0.75
Pune,411023,Bakery,16,15,1,2275,30546,27,49,51324,286147,650.5,51,0.89
Pune,411023,Shoe,17,29,1,2275,30546,27,49,51324,286147,650.5,51,0.77
Pune,411024,Cafe,18,16,1,2431,71167,31,48,75697,447884,31.9,52,0.82
Pune,411024,Watch,16,39,1,2431,71167,31,48,75697,447884,31.9,52,0.75
Pune,411024,Bakery,17,9,1,2431,71167,31,48,75697,447884,31.9,52,0.89
Pune,411024,Shoe,17,29,1,2431,71167,31,48,75697,447884,31.9,52,0.77
Pune,411025,Cafe,22,8,0,1325,26557,30,47,33449,140018,65.7,53,0.83
Pune,411025,Watch,11,47,0,1325,26557,30,47,33449,140018,65.7,53,0.76
Pune,411025,Bakery,9,19,0,1325,26557,30,47,33449,140018,65.7,53,0.9
Pune,411025,Shoe,14,39,0,1325,26557,30,47,33449,140018,65.7,53,0.78
Pune,411026,Cafe,22,10,0,1276,19999,31,48,37432,43410,860.4,52,0.82
Pune,411026,Watch,18,35,0,1276,19999,31,48,37432,43410,860.4,52,0.75
Pune,411026,Bakery,12,17,0,1276,19999,31,48,37432,43410,860.4,52,0.89
Pune,411026,Shoe,19,24,0,1276,19999,31,48,37432,43410,860.4,52,0.77
Pune,411027,Cafe,22,24,0,1435,19389,33,49,25398,40638,118.4,51,0.82
Pune,411027,Watch,18,45,0,1435,19389,33,49,25398,40638,118.4,51,0.75
Pune,411027,Bakery,8,13,0,1435,19389,33,49,25398,40638,118.4,51,0.89
Pune,411027,Shoe,16,38,0,1435,19389,33,49,25398,40638,118.4,51,0.77
Pune,411028,Cafe,21,24,1,2696,44308,35,48,76747,272536,542.4,52,0.82
Pune,411028,Watch,20,41,1,2696,44308,35,48,76747,272536,542.4,52,0.75
Pune,411028,Bakery,8,10,1,2696,44308,35,48,76747,272536,542.4,52,0.89
Pune,411028,Shoe,22,25,1,2696,44308,35,48,76747,272536,542.4,52,0.77
Pune,411029,Cafe,28,29,1,2476,41033,33,47,60386,346899,288.0,53,0.83
Pune,411029,Watch,14,45,1,2476,41033,33,47,60386,346899,288.0,53,0.76
Pune,411029,Bakery,9,17,1,2476,41033,33,47,60386,346899,288.0,53,0.9
Pune,411029,Shoe,12,29,1,2476,41033,33,47,60386,346899,288.0,53,0.78
Pune,411030,Cafe,29,16,0,1563,32849,27,47,59178,59079,391.8,53,0.83
Pune,411030,Watch,19,23,0,1563,32849,27,47,59178,59079,391.8,53,0.76
Pune,411030,Bakery,12,19,0,1563,32849,27,47,59178,59079,391.8,53,0.9
Pune,411030,Shoe,14,28,0,1563,32849,27,47,59178,59079,391.8,53,0.78
Pune,411036,Cafe,17,23,1,2420,39411,38,46,63419,248057,630.6,54,0.83
Pune,411036,Watch,19,18,1,2420,39411,38,46,63419,248057,630.6,54,0.76
Pune,411036,Bakery,18,25,1,2420,39411,38,46,63419,248057,630.6,54,0.9
Pune,411036,Shoe,25,42,1,2420,39411,38,46,63419,248057,630.6,54,0.78
Pune,411037,Cafe,16,19,0,1224,31653,35,46,52285,74180,404.4,54,0.83
Pune,411037,Watch,10,42,0,1224,31653,35,46,52285,74180,404.4,54,0.76
Pune,411037,Bakery,8,12,0,1224,31653,35,46,52285,74180,404.4,54,0.9
Pune,411037,Shoe,25,38,0,1224,31653,35,46,52285,74180,404.4,54,0.78
Pune,411038,Cafe,30,30,0,1490,23189,26,48,29808,89238,78.0,52,0.82
Pune,411038,Watch,14,24,0,1490,23189,26,48,29808,89238,78.0,52,0.75
Pune,411038,Bakery,14,16,0,1490,23189,26,48,29808,89238,78.0,52,0.89
Pune,411038,Shoe,22,35,0,1490,23189,26,48,29808,89238,78.0,52,0.77
Pune,411041,Cafe,17,17,1,2374,32449,25,47,45006,262337,156.9,53,0.83
Pune,411041,Watch,17,37,1,2374,32449,25,47,45006,262337,156.9,53,0.76
Pune,411041,Bakery,17,7,1,2374,32449,25,47,45006,262337,156.9,53,0.9
Pune,411041,Shoe,19,33,1,2374,32449,25,47,45006,262337,156.9,53,0.78
Pune,411043,Cafe,16,30,1,2010,36886,28,47,50915,334460,336.8,53,0.83
Pune,411043,Watch,14,39,1,2010,36886,28,47,50915,334460,336.8,53,0.76
Pune,411043,Bakery,17,6,1,2010,36886,28,47,50915,334460,336.8,53,0.9
Pune,411043,Shoe,17,17,1,2010,36886,28,47,50915,334460,336.8,53,0.78
Pune,411045,Cafe,28,24,1,2551,47735,38,46,73471,496182,613.5,54,0.83
Pune,411045,Watch,17,43,1,2551,47735,38,46,73471,496182,613.5,54,0.76
Pune,411045,Bakery,17,22,1,2551,47735,38,46,73471,496182,613.5,54,0.9
Pune,411045,Shoe,19,26,1,2551,47735,38,46,73471,496182,613.5,54,0.78
Pune,411048,Cafe,24,15,1,3162,18405,25,46,33770,170479,261.5,54,0.83
Pune,411048,Watch,10,29,1,3162,18405,25,46,33770,170479,261.5,54,0.76
Pune,411048,Bakery,8,16,1,3162,18405,25,46,33770,170479,261.5,54,0.9
Pune,411048,Shoe,16,37,1,3162,18405,25,46,33770,170479,261.5,54,0.78
Pune,412101,Cafe,16,28,1,2760,41943,30,47,65928,408149,812.2,53,0.83
Pune,412101,Watch,18,36,1,2760,41943,30,47,65928,408149,812.2,53,0.76
Pune,412101,Bakery,17,15,1,2760,41943,30,47,65928,408149,812.2,53,0.9
Pune,412101,Shoe,20,16,1,2760,41943,30,47,65928,408149,812.2,53,0.78
Pune,412201,Cafe,28,23,1,3193,42039,27,47,65309,429377,159.6,53,0.83
Pune,412201,Watch,16,50,1,3193,42039,27,47,65309,429377,159.6,53,0.76
Pune,412201,Bakery,14,17,1,3193,42039,27,47,65309,429377,159.6,53,0.9
Pune,412201,Shoe,14,40,1,3193,42039,27,47,65309,429377,159.6,53,0.78
Pune,412205,Cafe,29,28,1,2580,36153,30,47,52826,326854,868.9,53,0.83
Pune,412205,Watch,16,39,1,2580,36153,30,47,52826,326854,868.9,53,0.76
Pune,412205,Bakery,15,12,1,2580,36153,30,47,52826,326854,868.9,53,0.9
Pune,412205,Shoe,22,35,1,2580,36153,30,47,52826,326854,868.9,53,0.78
Nashik,422001,Cafe,16,31,1,1174,63143,25,46,72659,337459,34.2,54,0.83
Nashik,422001,Watch,11,25,1,1174,63143,25,46,72659,337459,34.2,54,0.76
Nashik,422001,Bakery,14,7,1,1174,63143,25,46,72659,337459,34.2,54,0.9
Nashik,422001,Shoe,19,29,1,1174,63143,25,46,72659,337459,34.2,54,0.78
Nashik,422002,Cafe,18,28,1,989,80218,37,50,41206,411414,15.4,50,0.82
Nashik,422002,Watch,15,39,1,989,80218,37,50,41206,411414,15.4,50,0.75
Nashik,422002,Bakery,13,7,1,989,80218,37,50,41206,411414,15.4,50,0.89
Nashik,422002,Shoe,23,28,1,989,80218,37,50,41206,411414,15.4,50,0.77
Nashik,422003,Cafe,24,18,0,730,35103,36,47,56578,89120,646.1,53,0.83
Nashik,422003,Watch,11,27,0,730,35103,36,47,56578,89120,646.1,53,0.76
Nashik,422003,Bakery,9,13,0,730,35103,36,47,56578,89120,646.1,53,0.9
Nashik,422003,Shoe,20,24,0,730,35103,36,47,56578,89120,646.1,53,0.78
Nashik,422004,Cafe,18,28,1,1239,68647,28,48,59462,305012,19.6,52,0.82
Nashik,422004,Watch,16,43,1,1239,68647,28,48,59462,305012,19.6,52,0.75
Nashik,422004,Bakery,9,15,1,1239,68647,28,48,59462,305012,19.6,52,0.89
Nashik,422004,Shoe,12,41,1,1239,68647,28,48,59462,305012,19.6,52,0.77
Nashik,422005,Cafe,28,14,1,1468,49456,28,49,51895,266124,27.0,51,0.82
Nashik,422005,Watch,10,29,1,1468,49456,28,49,51895,266124,27.0,51,0.75
Nashik,422005,Bakery,15,15,1,1468,49456,28,49,51895,266124,27.0,51,0.89
Nashik,422005,Shoe,20,30,1,1468,49456,28,49,51895,266124,27.0,51,0.77
Nashik,422006,Cafe,17,17,1,1048,39342,25,48,62533,320903,363.1,52,0.82
Nashik,422006,Watch,17,24,1,1048,39342,25,48,62533,320903,363.1,52,0.75
Nashik,422006,Bakery,13,10,1,1048,39342,25,48,62533,320903,363.1,52,0.89
Nashik,422006,Shoe,22,36,1,1048,39342,25,48,62533,320903,363.1,52,0.77
Nashik,422007,Cafe,28,14,0,777,41296,38,46,69249,136261,702.5,54,0.83
Nashik,422007,Watch,17,31,0,777,41296,38,46,69249,136261,702.5,54,0.76
Nashik,422007,Bakery,18,8,0,777,41296,38,46,69249,136261,702.5,54,0.9
Nashik,422007,Shoe,24,28,0,777,41296,38,46,69249,136261,702.5,54,0.78
Nashik,422008,Cafe,16,21,1,1148,54589,31,46,77305,496625,141.8,54,0.83
Nashik,422008,Watch,18,37,1,1148,54589,31,46,77305,496625,141.8,54,0.76
Nashik,422008,Bakery,17,8,1,1148,54589,31,46,77305,496625,141.8,54,0.9
Nashik,422008,Shoe,12,28,1,1148,54589,31,46,77305,496625,141.8,54,0.78
Nashik,422009,Cafe,20,20,1,1111,39740,35,50,69403,172718,572.1,50,0.82
Nashik,422009,Watch,12,28,1,1111,39740,35,50,69403,172718,572.1,50,0.75
Nashik,422009,Bakery,8,14,1,1111,39740,35,50,69403,172718,572.1,50,0.89
Nashik,422009,Shoe,18,35,1,1111,39740,35,50,69403,172718,572.1,50,0.77
Nashik,422010,Cafe,29,20,0,806,30403,28,50,49759,102958,804.2,50,0.82
Nashik,422010,Watch,18,37,0,806,30403,28,50,49759,102958,804.2,50,0.75
Nashik,422010,Bakery,8,9,0,806,30403,28,50,49759,102958,804.2,50,0.89
Nashik,422010,Shoe,21,35,0,806,30403,28,50,49759,102958,804.2,50,0.77
Nashik,422011,Cafe,20,23,1,1260,36774,28,48,60984,301775,495.2,52,0.82
Nashik,422011,Watch,10,40,1,1260,36774,28,48,60984,301775,495.2,52,0.75
Nashik,422011,Bakery,18,7,1,1260,36774,28,48,60984,301775,495.2,52,0.89
Nashik,422011,Shoe,22,27,1,1260,36774,28,48,60984,301775,495.2,52,0.77
Nashik,422012,Cafe,15,24,0,914,22587,30,50,32799,80544,433.8,50,0.82
Nashik,422012,Watch,13,49,0,914,22587,30,50,32799,80544,433.8,50,0.75
Nashik,422012,Bakery,13,14,0,914,22587,30,50,32799,80544,433.8,50,0.89
Nashik,422012,Shoe,18,20,0,914,22587,30,50,32799,80544,433.8,50,0.77
Nashik,422013,Cafe,27,22,1,1566,43537,31,48,76132,252915,748.0,52,0.82
Nashik,422013,Watch,16,23,1,1566,43537,31,48,76132,252915,748.0,52,0.75
Nashik,422013,Bakery,15,2,1,1566,43537,31,48,76132,252915,748.0,52,0.89
Nashik,422013,Shoe,21,20,1,1566,43537,31,48,76132,252915,748.0,52,0.77
Nashik,422101,Cafe,16,24,1,1189,41943,30,47,65928,408149,812.2,53,0.83
Nashik,422101,Watch,18,22,1,1189,41943,30,47,65928,408149,812.2,53,0.76
Nashik,422101,Bakery,17,4,1,1189,41943,30,47,65928,408149,812.2,53,0.9
Nashik,422101,Shoe,20,24,1,1189,41943,30,47,65928,408149,812.2,53,0.78
Nashik,422102,Cafe,29,24,1,1339,13439,32,48,26674,187515,636.8,52,0.82
Nashik,422102,Watch,16,30,1,1339,13439,32,48,26674,187515,636.8,52,0.75
Nashik,422102,Bakery,10,21,1,1339,13439,32,48,26674,187515,636.8,52,0.89
Nashik,422102,Shoe,19,36,1,1339,13439,32,48,26674,187515,636.8,52,0.77
Nashik,422105,Cafe,28,26,0,706,27004,38,46,47895,106620,549.8,54,0.83
Nashik,422105,Watch,10,23,0,706,27004,38,46,47895,106620,549.8,54,0.76
Nashik,422105,Bakery,11,3,0,706,27004,38,46,47895,106620,549.8,54,0.9
Nashik,422105,Shoe,17,12,0,706,27004,38,46,47895,106620,549.8,54,0.78
Nashik,422106,Cafe,25,20,1,1063,36536,38,47,56697,230015,619.1,53,0.83
Nashik,422106,Watch,10,31,1,1063,36536,38,47,56697,230015,619.1,53,0.76
Nashik,422106,Bakery,8,12,1,1063,36536,38,47,56697,230015,619.1,53,0.9
Nashik,422106,Shoe,17,21,1,1063,36536,38,47,56697,230015,619.1,53,0.78
Nashik,422112,Cafe,16,15,0,789,24718,29,50,38677,79226,805.5,50,0.82
Nashik,422112,Watch,14,30,0,789,24718,29,50,38677,79226,805.5,50,0.75
Nashik,422112,Bakery,18,3,0,789,24718,29,50,38677,79226,805.5,50,0.89
Nashik,422112,Shoe,14,34,0,789,24718,29,50,38677,79226,805.5,50,0.77
Nashik,422113,Cafe,25,13,0,716,42228,33,47,65563,35753,241.9,53,0.83
Nashik,422113,Watch,16,43,0,716,42228,33,47,65563,35753,241.9,53,0.76
Nashik,422113,Bakery,17,9,0,716,42228,33,47,65563,35753,241.9,53,0.9
Nashik,422113,Shoe,18,28,0,716,42228,33,47,65563,35753,241.9,53,0.78
Nashik,422202,Cafe,19,18,0,658,44756,26,50,70879,38770,708.7,50,0.82
Nashik,422202,Watch,16,28,0,658,44756,26,50,70879,38770,708.7,50,0.75
